id;label;class_object;class_name;class_value
1;PROVINCE NORD;cover_forest;Forêt;0.34179117237535328483
1;PROVINCE NORD;cover_forest;Hors-forêt;0.65820882762464671517
1;PROVINCE NORD;cover_forestnum;Forêt;0.37516039759527421357
1;PROVINCE NORD;cover_forestnum;Hors-forêt;0.62483960240472578643
1;PROVINCE NORD;cover_foresttype;Forêt coeur;0.06471122192152795572
1;PROVINCE NORD;cover_foresttype;Forêt mature;0.51363967581670924861
1;PROVINCE NORD;cover_foresttype;Forêt secondaire;0.42164910226176279568
1;PROVINCE NORD;cover_forestum;Forêt;0.23286889391577181431
1;PROVINCE NORD;cover_forestum;Hors-forêt;0.76713110608422818569
1;PROVINCE NORD;elevation_max;;1622
1;PROVINCE NORD;elevation_median;;214
1;PROVINCE NORD;forest_area_ha;;321711.765827868
1;PROVINCE NORD;forest_core_elevation;100;62.493541984059197516059000982
1;PROVINCE NORD;forest_core_elevation;1000;443.86438793806263814853180084
1;PROVINCE NORD;forest_core_elevation;1100;233.9501828121185453355084432
1;PROVINCE NORD;forest_core_elevation;1200;195.492618514236714912540783310
1;PROVINCE NORD;forest_core_elevation;1300;167.450644547030619371726482188
1;PROVINCE NORD;forest_core_elevation;1400;35.252767273059055848404024404
1;PROVINCE NORD;forest_core_elevation;1500;0
1;PROVINCE NORD;forest_core_elevation;1600;0
1;PROVINCE NORD;forest_core_elevation;1700;0
1;PROVINCE NORD;forest_core_elevation;200;705.05534546118111696808048808
1;PROVINCE NORD;forest_core_elevation;300;2225.7315337399599889934746704
1;PROVINCE NORD;forest_core_elevation;400;3620.6194387944199248875745722
1;PROVINCE NORD;forest_core_elevation;500;1400.49629984789203655993747686
1;PROVINCE NORD;forest_core_elevation;600;3208.8030211045871143208264516
1;PROVINCE NORD;forest_core_elevation;700;3788.0700833414451314853180084
1;PROVINCE NORD;forest_core_elevation;800;2834.6429684564266411824362132
1;PROVINCE NORD;forest_core_elevation;900;1896.43863943933751279153072230
1;PROVINCE NORD;forest_core_ha;;20818.3614732538
1;PROVINCE NORD;forest_elevation;100;24476.9922072812764912741309476
1;PROVINCE NORD;forest_elevation;1000;4586.3398599528184364021452380
1;PROVINCE NORD;forest_elevation;1100;2966.73865853742300805625545308
1;PROVINCE NORD;forest_elevation;1200;2069.44603436895199247412940068
1;PROVINCE NORD;forest_elevation;1300;1436.62701536501175684820626696
1;PROVINCE NORD;forest_elevation;1400;713.51942420520235036944710316
1;PROVINCE NORD;forest_elevation;1500;227.718965171873508084243022284
1;PROVINCE NORD;forest_elevation;1600;56.729987814747369876136268652
1;PROVINCE NORD;forest_elevation;1700;3.9950695644188238802498441212
1;PROVINCE NORD;forest_elevation;200;42749.641381020067282700660112
1;PROVINCE NORD;forest_elevation;300;51243.958288887483351124860084
1;PROVINCE NORD;forest_elevation;400;51686.611996625177919583205736
1;PROVINCE NORD;forest_elevation;500;49624.357087471988192131563660
1;PROVINCE NORD;forest_elevation;600;42073.675610720379208994541312
1;PROVINCE NORD;forest_elevation;700;25124.9924906300219561319924396
1;PROVINCE NORD;forest_elevation;800;14513.2887136207183453345094028
1;PROVINCE NORD;forest_elevation;900;8157.1330366303733802270207576
1;PROVINCE NORD;forest_fragmentation;10;0.03965413221552470383
1;PROVINCE NORD;forest_fragmentation;100;0.13878312787278136842
1;PROVINCE NORD;forest_fragmentation;1000;0.20894766952724284337
1;PROVINCE NORD;forest_fragmentation;10000;0.28476285977398383551
1;PROVINCE NORD;forest_fragmentation;125;0.14651421029429891615
1;PROVINCE NORD;forest_fragmentation;150;0.15328275430534662840
1;PROVINCE NORD;forest_fragmentation;1500;0.23255714035036202463
1;PROVINCE NORD;forest_fragmentation;175;0.15888457731272570262
1;PROVINCE NORD;forest_fragmentation;20;0.06428747721335449083
1;PROVINCE NORD;forest_fragmentation;200;0.16468297556080497830
1;PROVINCE NORD;forest_fragmentation;2000;0.24466706752288578611
1;PROVINCE NORD;forest_fragmentation;20000;0.31591346166169071971
1;PROVINCE NORD;forest_fragmentation;225;0.16788619404803300341
1;PROVINCE NORD;forest_fragmentation;250;0.17158705396317373973
1;PROVINCE NORD;forest_fragmentation;275;0.17487436223486235104
1;PROVINCE NORD;forest_fragmentation;30;0.08380529438545083531
1;PROVINCE NORD;forest_fragmentation;300;0.17671195655738709447
1;PROVINCE NORD;forest_fragmentation;30000;0.40570634614399538242
1;PROVINCE NORD;forest_fragmentation;325;0.18257768046738073389
1;PROVINCE NORD;forest_fragmentation;350;0.18257768046738073389
1;PROVINCE NORD;forest_fragmentation;375;0.18480920104064076225
1;PROVINCE NORD;forest_fragmentation;40;0.09570427132415625617
1;PROVINCE NORD;forest_fragmentation;400;0.18480920104064076225
1;PROVINCE NORD;forest_fragmentation;425;0.18731887914404403010
1;PROVINCE NORD;forest_fragmentation;450;0.18731887914404403010
1;PROVINCE NORD;forest_fragmentation;475;0.18731887914404403010
1;PROVINCE NORD;forest_fragmentation;50;0.10548185525314390493
1;PROVINCE NORD;forest_fragmentation;500;0.18731887914404403010
1;PROVINCE NORD;forest_fragmentation;5000;0.26356510573517969741
1;PROVINCE NORD;forest_fragmentation;60;0.11186608858476234146
1;PROVINCE NORD;forest_fragmentation;600;0.19429092917823492418
1;PROVINCE NORD;forest_fragmentation;70;0.11886206032437391229
1;PROVINCE NORD;forest_fragmentation;700;0.20423926628487847530
1;PROVINCE NORD;forest_fragmentation;80;0.12657225665266105214
1;PROVINCE NORD;forest_fragmentation;800;0.20894766952724284337
1;PROVINCE NORD;forest_fragmentation;90;0.13402166426745740196
1;PROVINCE NORD;forest_fragmentation;900;0.20894766952724284337
1;PROVINCE NORD;forest_fragmentation;93000;1.00000000000000310837
1;PROVINCE NORD;forest_holdridge1_ha;;20940.7759108866
1;PROVINCE NORD;forest_holdridge2_ha;;210377.988108598
1;PROVINCE NORD;forest_holdridge3_ha;;90393.0018083831
1;PROVINCE NORD;forest_mature_elevation;100;5320.040911550687710738640774118
1;PROVINCE NORD;forest_mature_elevation;1000;3413.00656208067506915410112636
1;PROVINCE NORD;forest_mature_elevation;1100;2397.4401403635746966323396013
1;PROVINCE NORD;forest_mature_elevation;1200;1713.383067988522122614566270090
1;PROVINCE NORD;forest_mature_elevation;1300;1184.170659195825989530784440902
1;PROVINCE NORD;forest_mature_elevation;1400;597.047334655082496057626802196
1;PROVINCE NORD;forest_mature_elevation;1500;197.99296120982095566758507201
1;PROVINCE NORD;forest_mature_elevation;1600;39.917935727786684064808842366
1;PROVINCE NORD;forest_mature_elevation;1700;1.59671742911146736259235369464
1;PROVINCE NORD;forest_mature_elevation;200;14653.76960516201932066745477892
1;PROVINCE NORD;forest_mature_elevation;300;21358.5832529509426191290098166
1;PROVINCE NORD;forest_mature_elevation;400;25535.4408167809133853178115428
1;PROVINCE NORD;forest_mature_elevation;500;31148.58849258928895230245649414
1;PROVINCE NORD;forest_mature_elevation;600;28347.9218891399655278040454604
1;PROVINCE NORD;forest_mature_elevation;700;15964.9212321965340888209661486
1;PROVINCE NORD;forest_mature_elevation;800;8632.1832487075693091999082306
1;PROVINCE NORD;forest_mature_elevation;900;4737.92227851880394576087235750
1;PROVINCE NORD;forest_mature_ha;;165243.9271062472
1;PROVINCE NORD;forest_mining_ha;;21106.4518102724
1;PROVINCE NORD;forest_num_elevation;100;20158.94067439325312676339429728
1;PROVINCE NORD;forest_num_elevation;1000;3381.72977848998020704214662196
1;PROVINCE NORD;forest_num_elevation;1100;1949.17486709602264181857724288
1;PROVINCE NORD;forest_num_elevation;1200;1295.68189445121483659866972064
1;PROVINCE NORD;forest_num_elevation;1300;925.047418725187173623529087675
1;PROVINCE NORD;forest_num_elevation;1400;534.466565381263360721620150716
1;PROVINCE NORD;forest_num_elevation;1500;183.7550935856385966171769708867
1;PROVINCE NORD;forest_num_elevation;1600;56.729987814747369876136268652
1;PROVINCE NORD;forest_num_elevation;1700;3.9950695644188238802498441212
1;PROVINCE NORD;forest_num_elevation;200;34852.9307010125070021379895102
1;PROVINCE NORD;forest_num_elevation;300;42264.9370247388108202241977645
1;PROVINCE NORD;forest_num_elevation;400;44056.0825754942966112529217082
1;PROVINCE NORD;forest_num_elevation;500;42712.4371309961242242183096447
1;PROVINCE NORD;forest_num_elevation;600;37225.65958943828703922642937439
1;PROVINCE NORD;forest_num_elevation;700;21740.5737216096823754513893617
1;PROVINCE NORD;forest_num_elevation;800;12356.66097653595468023961203763
1;PROVINCE NORD;forest_num_elevation;900;6610.40409991465183436683562591
1;PROVINCE NORD;forest_ppe_ha;;48275.1324171787
1;PROVINCE NORD;forest_reserve_ha;;11800.8024079734
1;PROVINCE NORD;forest_secondary_elevation;100;19094.4577537465295830194311725
1;PROVINCE NORD;forest_secondary_elevation;1000;729.4689099340807290995123108
1;PROVINCE NORD;forest_secondary_elevation;1100;335.34833536172976608840740858
1;PROVINCE NORD;forest_secondary_elevation;1200;160.57034786619315494702234728
1;PROVINCE NORD;forest_secondary_elevation;1300;85.00571162215514794569534387
1;PROVINCE NORD;forest_secondary_elevation;1400;81.21932227706079846341627656
1;PROVINCE NORD;forest_secondary_elevation;1500;29.726003962052552416657950274
1;PROVINCE NORD;forest_secondary_elevation;1600;16.812052086960685811327426286
1;PROVINCE NORD;forest_secondary_elevation;1700;2.39835213530735651765749042656
1;PROVINCE NORD;forest_secondary_elevation;200;27390.816430396866845065124845
1;PROVINCE NORD;forest_secondary_elevation;300;27659.643502196580743002375597
1;PROVINCE NORD;forest_secondary_elevation;400;22530.551741049844609377819621
1;PROVINCE NORD;forest_secondary_elevation;500;17075.272295034807203269169689
1;PROVINCE NORD;forest_secondary_elevation;600;10516.950700475826566869669400
1;PROVINCE NORD;forest_secondary_elevation;700;5372.0011750920427358257082826
1;PROVINCE NORD;forest_secondary_elevation;800;3046.4624964567223949521649590
1;PROVINCE NORD;forest_secondary_elevation;900;1522.7721186722319216746176778
1;PROVINCE NORD;forest_secondary_ha;;135649.477248367
1;PROVINCE NORD;forest_um_area_ha;;51402.5586586259
1;PROVINCE NORD;forest_um_elevation;100;4318.05153288802336451073665032
1;PROVINCE NORD;forest_um_elevation;1000;1204.61008146283822935999861604
1;PROVINCE NORD;forest_um_elevation;1100;1017.5637914414003662376782102
1;PROVINCE NORD;forest_um_elevation;1200;773.76413991773715587545968004
1;PROVINCE NORD;forest_um_elevation;1300;511.579596639824583224677179285
1;PROVINCE NORD;forest_um_elevation;1400;179.052858823938989647826952444
1;PROVINCE NORD;forest_um_elevation;1500;43.9638715862349114670660513973
1;PROVINCE NORD;forest_um_elevation;1600;0
1;PROVINCE NORD;forest_um_elevation;1700;0
1;PROVINCE NORD;forest_um_elevation;200;7896.7106800075602805626706018
1;PROVINCE NORD;forest_um_elevation;300;8979.0212641486725309006623195
1;PROVINCE NORD;forest_um_elevation;400;7630.5294211308813083302840278
1;PROVINCE NORD;forest_um_elevation;500;6911.9199564758639679132540153
1;PROVINCE NORD;forest_um_elevation;600;4848.01602128209216976811193761
1;PROVINCE NORD;forest_um_elevation;700;3384.4187690203395806806030779
1;PROVINCE NORD;forest_um_elevation;800;2156.62773708476366509489736517
1;PROVINCE NORD;forest_um_elevation;900;1546.72893671572154586018513169
1;PROVINCE NORD;fragment_meff_cbc;;189.98456266369
1;PROVINCE NORD;holdridge_forest;Humide;0.22350857766289723168
1;PROVINCE NORD;holdridge_forest;Sec;0.02224777925237910738
1;PROVINCE NORD;holdridge_forest;Très Humide;0.09603481546007662705
1;PROVINCE NORD;holdridge_forest_out;Humide;0.37633252403201833149
1;PROVINCE NORD;holdridge_forest_out;Sec;0.23896337893971091652
1;PROVINCE NORD;holdridge_forest_out;Très Humide;0.04291292465291778588
1;PROVINCE NORD;land_area_ha;;941252.41325591
1;PROVINCE NORD;land_elevation;100;276092.2825539747535718867207
1;PROVINCE NORD;land_elevation;1000;6818.7544959854230326211477703
1;PROVINCE NORD;land_elevation;1100;3913.9362487527316411726333543
1;PROVINCE NORD;land_elevation;1200;2265.7101796033316253708258325
1;PROVINCE NORD;land_elevation;1300;1528.8938610331417136629042155
1;PROVINCE NORD;land_elevation;1400;822.51125996911353885602095869
1;PROVINCE NORD;land_elevation;1500;253.88127498559794335453242065
1;PROVINCE NORD;land_elevation;1600;76.885181068193623514901626758
1;PROVINCE NORD;land_elevation;1700;6.4070984223494717637498464162
1;PROVINCE NORD;land_elevation;200;172839.48881590436889155477417
1;PROVINCE NORD;land_elevation;300;140261.7960001657488698687134
1;PROVINCE NORD;land_elevation;400;111586.02612363867026395964004
1;PROVINCE NORD;land_elevation;500;87680.341022549585535029322511
1;PROVINCE NORD;land_elevation;600;64951.159369264967593280597398
1;PROVINCE NORD;land_elevation;700;37841.124169698707188234092854
1;PROVINCE NORD;land_elevation;800;21804.156818558010857873974817
1;PROVINCE NORD;land_elevation;900;12509.058782334547513379273296
1;PROVINCE NORD;land_holdridge1_ha;;245865.633017676
1;PROVINCE NORD;land_holdridge2_ha;;564601.884540423
1;PROVINCE NORD;land_holdridge3_ha;;130784.895697811
1;PROVINCE NORD;land_num_elevation;100;224337.410279203768103939484814
1;PROVINCE NORD;land_num_elevation;1000;3611.2251677165572498333364645
1;PROVINCE NORD;land_num_elevation;1100;2026.44710130815942281625359104
1;PROVINCE NORD;land_num_elevation;1200;1372.05820533552029004085210158
1;PROVINCE NORD;land_num_elevation;1300;1011.13675307170011057707356192
1;PROVINCE NORD;land_num_elevation;1400;639.773457159193024998914857922
1;PROVINCE NORD;land_num_elevation;1500;206.593861100574648615438384888
1;PROVINCE NORD;land_num_elevation;1600;76.885181068193623514901626758
1;PROVINCE NORD;land_num_elevation;1700;6.4070984223494717637498464162
1;PROVINCE NORD;land_num_elevation;200;131645.739469318916883298716428
1;PROVINCE NORD;land_num_elevation;300;105794.881649122629568591161024
1;PROVINCE NORD;land_num_elevation;400;85504.212180478921070746226348
1;PROVINCE NORD;land_num_elevation;500;66921.1663270243818803796811784
1;PROVINCE NORD;land_num_elevation;600;49245.3261067070707871880897754
1;PROVINCE NORD;land_num_elevation;700;26519.3952113963535885640977324
1;PROVINCE NORD;land_num_elevation;800;14313.5098665338136182155773524
1;PROVINCE NORD;land_num_elevation;900;7284.2002888351251844573417366
1;PROVINCE NORD;land_um_area_ha;;220736.045052106
1;PROVINCE NORD;land_um_elevation;100;51754.872274770985467947235886
1;PROVINCE NORD;land_um_elevation;1000;3207.5293282688657827878113058
1;PROVINCE NORD;land_um_elevation;1100;1887.48914744457221835637976326
1;PROVINCE NORD;land_um_elevation;1200;893.65197426781133532997373092
1;PROVINCE NORD;land_um_elevation;1300;517.75710796144160308583065358
1;PROVINCE NORD;land_um_elevation;1400;182.737802809920513857106100768
1;PROVINCE NORD;land_um_elevation;1500;47.287413885023294739094035762
1;PROVINCE NORD;land_um_elevation;1600;0
1;PROVINCE NORD;land_um_elevation;1700;0
1;PROVINCE NORD;land_um_elevation;200;41193.749346585452008256057742
1;PROVINCE NORD;land_um_elevation;300;34466.914351043119301277552376
1;PROVINCE NORD;land_um_elevation;400;26081.813943159749193213413692
1;PROVINCE NORD;land_um_elevation;500;20759.1746955252036546496413326
1;PROVINCE NORD;land_um_elevation;600;15705.8332625578968060925076226
1;PROVINCE NORD;land_um_elevation;700;11321.7289583023535996699951216
1;PROVINCE NORD;land_um_elevation;800;7490.6469520241972396583974646
1;PROVINCE NORD;land_um_elevation;900;5224.8584934994223289219315594
1;PROVINCE NORD;land_use;Concessions;121703.503624097
1;PROVINCE NORD;land_use;Forêt;321711.765827868
1;PROVINCE NORD;land_use;Humide;564601.884540423
1;PROVINCE NORD;land_use;NUM;720516.368203804
1;PROVINCE NORD;land_use;PPE;94334.7084348428
1;PROVINCE NORD;land_use;Réserve;14272.8699792226
1;PROVINCE NORD;land_use;Sec;245865.633017676
1;PROVINCE NORD;land_use;Très Humide;130784.895697811
1;PROVINCE NORD;land_use;UM;220736.045052106
1;PROVINCE NORD;mining_area_ha;;121703.503624097
1;PROVINCE NORD;mining_um_area_ha;;105826.152131089
1;PROVINCE NORD;nb_families;;107
1;PROVINCE NORD;nb_occurrences;;110193
1;PROVINCE NORD;nb_patchs;;5500
1;PROVINCE NORD;nb_plots;;261
1;PROVINCE NORD;nb_species;;2179
1;PROVINCE NORD;ppe_area_ha;;94334.7084348428
1;PROVINCE NORD;rainfall_max;;4820
1;PROVINCE NORD;rainfall_min;;510
1;PROVINCE NORD;ratio_forest_core_elevation;100;0.002553154466645169495927036
1;PROVINCE NORD;ratio_forest_core_elevation;1000;0.09677965469018444123355376
1;PROVINCE NORD;ratio_forest_core_elevation;1100;0.07885769855018304877337654
1;PROVINCE NORD;ratio_forest_core_elevation;1200;0.094466159188272525524890952
1;PROVINCE NORD;ratio_forest_core_elevation;1300;0.116558189951958762018905145
1;PROVINCE NORD;ratio_forest_core_elevation;1400;0.049406878183207873428254155
1;PROVINCE NORD;ratio_forest_core_elevation;1500;0.000000000000000000000000000
1;PROVINCE NORD;ratio_forest_core_elevation;1600;0.000000000000000000000000000
1;PROVINCE NORD;ratio_forest_core_elevation;1700;0.0000000000000000000000000000
1;PROVINCE NORD;ratio_forest_core_elevation;200;0.01649266105362490161368007
1;PROVINCE NORD;ratio_forest_core_elevation;300;0.0434340282847084697482281
1;PROVINCE NORD;ratio_forest_core_elevation;400;0.0700494634670739185017119
1;PROVINCE NORD;ratio_forest_core_elevation;500;0.02822195353340823439438755
1;PROVINCE NORD;ratio_forest_core_elevation;600;0.0762662870435542264900644
1;PROVINCE NORD;ratio_forest_core_elevation;700;0.1507690036028527126899602
1;PROVINCE NORD;ratio_forest_core_elevation;800;0.1953136208057457592764559
1;PROVINCE NORD;ratio_forest_core_elevation;900;0.23248837930228689079667064
1;PROVINCE NORD;ratio_forest_elevation;100;0.0886551119098960640924451
1;PROVINCE NORD;ratio_forest_elevation;1000;0.6726066853782534249659107
1;PROVINCE NORD;ratio_forest_elevation;1100;0.75799360796508743632819886
1;PROVINCE NORD;ratio_forest_elevation;1200;0.91337632367934167741294447
1;PROVINCE NORD;ratio_forest_elevation;1300;0.93965124197321249133051345
1;PROVINCE NORD;ratio_forest_elevation;1400;0.86748894383767586832321407
1;PROVINCE NORD;ratio_forest_elevation;1500;0.896950612780684363656584343
1;PROVINCE NORD;ratio_forest_elevation;1600;0.737853342173057729431304622
1;PROVINCE NORD;ratio_forest_elevation;1700;0.6235380356392026317416070098
1;PROVINCE NORD;ratio_forest_elevation;200;0.247337235685496453781117
1;PROVINCE NORD;ratio_forest_elevation;300;0.365345088614343194461698
1;PROVINCE NORD;ratio_forest_elevation;400;0.463199683617694073722141
1;PROVINCE NORD;ratio_forest_elevation;500;0.565969024626736126187441
1;PROVINCE NORD;ratio_forest_elevation;600;0.647774050829795282353038
1;PROVINCE NORD;ratio_forest_elevation;700;0.6639599917263786809148408
1;PROVINCE NORD;ratio_forest_elevation;800;0.6656202683915816537011212
1;PROVINCE NORD;ratio_forest_elevation;900;0.6520980657753388110861343
1;PROVINCE NORD;ratio_forest_mature_elevation;100;0.217348637712443777489644577
1;PROVINCE NORD;ratio_forest_mature_elevation;1000;0.74416782582610135454632283
1;PROVINCE NORD;ratio_forest_mature_elevation;1100;0.80810627975754775395382615
1;PROVINCE NORD;ratio_forest_mature_elevation;1200;0.827942859844129163128660718
1;PROVINCE NORD;ratio_forest_mature_elevation;1300;0.824271468189645043537644834
1;PROVINCE NORD;ratio_forest_mature_elevation;1400;0.836763954001869703819038871
1;PROVINCE NORD;ratio_forest_mature_elevation;1500;0.869461887201109889853855240
1;PROVINCE NORD;ratio_forest_mature_elevation;1600;0.703647881225346015283632115
1;PROVINCE NORD;ratio_forest_mature_elevation;1700;0.39967199653599703531368725821
1;PROVINCE NORD;ratio_forest_mature_elevation;200;0.34278111188244918847336571
1;PROVINCE NORD;ratio_forest_mature_elevation;300;0.4168019795141910720773608
1;PROVINCE NORD;ratio_forest_mature_elevation;400;0.4940436184605836168481618
1;PROVINCE NORD;ratio_forest_mature_elevation;500;0.62768749704271665671422865
1;PROVINCE NORD;ratio_forest_mature_elevation;600;0.6737686089379105860880121
1;PROVINCE NORD;ratio_forest_mature_elevation;700;0.6354199404497495861728531
1;PROVINCE NORD;ratio_forest_mature_elevation;800;0.5947778907344595978080206
1;PROVINCE NORD;ratio_forest_mature_elevation;900;0.58083180171792199265641537
1;PROVINCE NORD;ratio_forest_num_elevation;100;0.08985991524687757689782784
1;PROVINCE NORD;ratio_forest_num_elevation;1000;0.93644943791425470346538890
1;PROVINCE NORD;ratio_forest_num_elevation;1100;0.96186812171792976726937322
1;PROVINCE NORD;ratio_forest_num_elevation;1200;0.94433449646137384707405146
1;PROVINCE NORD;ratio_forest_num_elevation;1300;0.914858861489323879904827216
1;PROVINCE NORD;ratio_forest_num_elevation;1400;0.835399717510121012425723448
1;PROVINCE NORD;ratio_forest_num_elevation;1500;0.8894508898121730050518232278
1;PROVINCE NORD;ratio_forest_num_elevation;1600;0.737853342173057729431304622
1;PROVINCE NORD;ratio_forest_num_elevation;1700;0.6235380356392026317416070098
1;PROVINCE NORD;ratio_forest_num_elevation;200;0.2647478820166091191675838
1;PROVINCE NORD;ratio_forest_num_elevation;300;0.3994988827995850338698632
1;PROVINCE NORD;ratio_forest_num_elevation;400;0.5152504356452341073533209
1;PROVINCE NORD;ratio_forest_num_elevation;500;0.6382500406862725491612451
1;PROVINCE NORD;ratio_forest_num_elevation;600;0.75592269424261686469569869
1;PROVINCE NORD;ratio_forest_num_elevation;700;0.8197990017610568690431712
1;PROVINCE NORD;ratio_forest_num_elevation;800;0.86328657972471617588360775
1;PROVINCE NORD;ratio_forest_num_elevation;900;0.90749894810646049714092982
1;PROVINCE NORD;ratio_forest_secondary_elevation;100;0.7800982078209110530144284
1;PROVINCE NORD;ratio_forest_secondary_elevation;1000;0.1590525194837142042201234
1;PROVINCE NORD;ratio_forest_secondary_elevation;1100;0.11303602169226919727279731
1;PROVINCE NORD;ratio_forest_secondary_elevation;1200;0.07759098096759831134644833
1;PROVINCE NORD;ratio_forest_secondary_elevation;1300;0.05917034185839619444345002
1;PROVINCE NORD;ratio_forest_secondary_elevation;1400;0.11382916781492242275270697
1;PROVINCE NORD;ratio_forest_secondary_elevation;1500;0.130538112798890110146144760
1;PROVINCE NORD;ratio_forest_secondary_elevation;1600;0.296352118774653984716367885
1;PROVINCE NORD;ratio_forest_secondary_elevation;1700;0.60032800346400296468631274179
1;PROVINCE NORD;ratio_forest_secondary_elevation;200;0.640726227063925909912954
1;PROVINCE NORD;ratio_forest_secondary_elevation;300;0.539763992201100458174411
1;PROVINCE NORD;ratio_forest_secondary_elevation;400;0.435906918072342464650126
1;PROVINCE NORD;ratio_forest_secondary_elevation;500;0.344090549423875108891384
1;PROVINCE NORD;ratio_forest_secondary_elevation;600;0.249965104018535187421923
1;PROVINCE NORD;ratio_forest_secondary_elevation;700;0.2138110559473977011371868
1;PROVINCE NORD;ratio_forest_secondary_elevation;800;0.2099084884597946429155235
1;PROVINCE NORD;ratio_forest_secondary_elevation;900;0.1866798189797911165469140
1;PROVINCE NORD;ratio_forest_um_elevation;100;0.08343275411758574719915776
1;PROVINCE NORD;ratio_forest_um_elevation;1000;0.37555699673461062222640043
1;PROVINCE NORD;ratio_forest_um_elevation;1100;0.53910974419061237194245825
1;PROVINCE NORD;ratio_forest_um_elevation;1200;0.86584505176268321696119843
1;PROVINCE NORD;ratio_forest_um_elevation;1300;0.988068707842680024858578409
1;PROVINCE NORD;ratio_forest_um_elevation;1400;0.979834801943993412825836790
1;PROVINCE NORD;ratio_forest_um_elevation;1500;0.9297161332004877511459544313
1;PROVINCE NORD;ratio_forest_um_elevation;1600;0
1;PROVINCE NORD;ratio_forest_um_elevation;1700;0
1;PROVINCE NORD;ratio_forest_um_elevation;200;0.1916968182130796566158124
1;PROVINCE NORD;ratio_forest_um_elevation;300;0.2605113173955163801172749
1;PROVINCE NORD;ratio_forest_um_elevation;400;0.2925613010567493134011197
1;PROVINCE NORD;ratio_forest_um_elevation;500;0.3329573577877245927170349
1;PROVINCE NORD;ratio_forest_um_elevation;600;0.30867614218467326652091170
1;PROVINCE NORD;ratio_forest_um_elevation;700;0.2989312658415573983218385
1;PROVINCE NORD;ratio_forest_um_elevation;800;0.28790940901332671059853394
1;PROVINCE NORD;ratio_forest_um_elevation;900;0.29603269421365288031714902
1;PROVINCE NORD;reserve_area_ha;;14272.8699792226
1;PROVINCE NORD;reserve_um_area_ha;;446.72555296902
